Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.cs,38,20,T:System.Windows.Forms.PictureBox,,,,,pictureBox1.Image = Resources.kiwi;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.cs,38,20,T:System.Drawing.Image,,,,,pictureBox1.Image = Resources.kiwi;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.cs,38,20,P:System.Windows.Forms.PictureBox.Image,,,,,pictureBox1.Image = Resources.kiwi;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.cs,35,20,T:System.Windows.Forms.Label,,,,,"lblTitle.Text = ""Apple"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.cs,35,20,P:System.Windows.Forms.Label.Text,,,,,"lblTitle.Text = ""Apple"";"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.cs,34,20,T:System.Drawing.Bitmap,,,,,pictureBox1.Image = Resources.apple;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.cs,34,20,T:System.Windows.Forms.PictureBox,,,,,pictureBox1.Image = Resources.apple;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.cs,34,20,T:System.Drawing.Image,,,,,pictureBox1.Image = Resources.apple;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.cs,34,20,P:System.Windows.Forms.PictureBox.Image,,,,,pictureBox1.Image = Resources.apple;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.cs,31,12,P:System.Windows.Forms.ComboBox.SelectedItem,,,,,"switch (cb.SelectedItem.ToString().ToLower())              {                  case ""apple"":                      pictureBox1.Image = Resources.apple;                      lblTitle.Text = ""Apple"";                      break;                  case ""kiwi"":                      pictureBox1.Image = Resources.kiwi;                      lblTitle.Text = ""Kiwi"";                      break;                  case ""orange"":                      pictureBox1.Image = Resources.orange;                      lblTitle.Text = ""Orange"";                      break;                  case ""watermelon"":                      pictureBox1.Image = Resources.watermelon;                      lblTitle.Text = ""Watermelon"";                      break;              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.cs,15,8,M:System.Windows.Forms.Form.#ctor,,,,,public ComboBox()          {              InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,93,43,T:System.Windows.Forms.Label,,,,,lblTitle
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,92,46,T:System.Windows.Forms.ComboBox,,,,,comboBox1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,91,48,T:System.Windows.Forms.PictureBox,,,,,pictureBox1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,85,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,84,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,83,12,T:System.Windows.Forms.PictureBox,,,,,((System.ComponentModel.ISupportInitialize)(this.pictureBox1)).EndInit();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,82,12,P:System.Windows.Forms.Form.Text,,,,,"this.Text = ""Form1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,81,12,P:System.Windows.Forms.Control.Name,,,,,"this.Name = ""Form1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,80,12,T:System.Windows.Forms.PictureBox,,,,,this.Controls.Add(this.pictureBox1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,80,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this.pictureBox1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,80,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this.pictureBox1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,80,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this.pictureBox1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,79,12,T:System.Windows.Forms.ComboBox,,,,,this.Controls.Add(this.comboBox1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,79,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this.comboBox1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,79,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this.comboBox1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,79,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this.comboBox1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,78,12,T:System.Windows.Forms.Label,,,,,this.Controls.Add(this.lblTitle);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,78,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this.lblTitle);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,78,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this.lblTitle);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,78,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this.lblTitle);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,77,12,P:System.Windows.Forms.Form.ClientSize,,,,,"this.ClientSize = new System.Drawing.Size(454, 647);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,76,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,76,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,76,12,F:System.Windows.Forms.AutoScaleMode.Font,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,76,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,76,12,P:System.Windows.Forms.ContainerControl.AutoScaleMode,,,,,this.AutoScaleMode = System.Windows.Forms.AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,75,12,P:System.Windows.Forms.ContainerControl.AutoScaleDimensions,,,,,"this.AutoScaleDimensions = new System.Drawing.SizeF(9F, 20F);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,71,12,T:System.Windows.Forms.Label,,,,,"this.lblTitle.Text = ""Apples"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,71,12,P:System.Windows.Forms.Label.Text,,,,,"this.lblTitle.Text = ""Apples"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,70,12,T:System.Windows.Forms.Label,,,,,this.lblTitle.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,70,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.lblTitle.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,69,12,T:System.Windows.Forms.Label,,,,,"this.lblTitle.Size = new System.Drawing.Size(108, 36);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,69,12,P:System.Windows.Forms.Control.Size,,,,,"this.lblTitle.Size = new System.Drawing.Size(108, 36);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,68,12,T:System.Windows.Forms.Label,,,,,"this.lblTitle.Name = ""lblTitle"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,68,12,P:System.Windows.Forms.Control.Name,,,,,"this.lblTitle.Name = ""lblTitle"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,67,12,T:System.Windows.Forms.Label,,,,,"this.lblTitle.Location = new System.Drawing.Point(131, 420);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,67,12,P:System.Windows.Forms.Control.Location,,,,,"this.lblTitle.Location = new System.Drawing.Point(131, 420);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,66,12,T:System.Drawing.Font,,,,,"this.lblTitle.Font = new System.Drawing.Font(""Microsoft Sans Serif"", 15F);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,66,12,"M:System.Drawing.Font.#ctor(System.String,System.Single)",,,,,"this.lblTitle.Font = new System.Drawing.Font(""Microsoft Sans Serif"", 15F);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,66,12,T:System.Windows.Forms.Label,,,,,"this.lblTitle.Font = new System.Drawing.Font(""Microsoft Sans Serif"", 15F);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,66,12,T:System.Drawing.Font,,,,,"this.lblTitle.Font = new System.Drawing.Font(""Microsoft Sans Serif"", 15F);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,66,12,P:System.Windows.Forms.Control.Font,,,,,"this.lblTitle.Font = new System.Drawing.Font(""Microsoft Sans Serif"", 15F);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,65,12,T:System.Windows.Forms.Label,,,,,this.lblTitle.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,65,12,P:System.Windows.Forms.Label.AutoSize,,,,,this.lblTitle.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,61,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBox1.SelectedIndexChanged += new System.EventHandler(this.comboBox1_SelectedIndexChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,61,12,E:System.Windows.Forms.ComboBox.SelectedIndexChanged,,,,,this.comboBox1.SelectedIndexChanged += new System.EventHandler(this.comboBox1_SelectedIndexChanged);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,60,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBox1.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,60,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.comboBox1.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,59,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBox1.Sorted = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,59,12,P:System.Windows.Forms.ComboBox.Sorted,,,,,this.comboBox1.Sorted = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,58,12,T:System.Windows.Forms.ComboBox,,,,,"this.comboBox1.Size = new System.Drawing.Size(317, 28);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,58,12,P:System.Windows.Forms.Control.Size,,,,,"this.comboBox1.Size = new System.Drawing.Size(317, 28);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,57,12,T:System.Windows.Forms.ComboBox,,,,,"this.comboBox1.Name = ""comboBox1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,57,12,P:System.Windows.Forms.Control.Name,,,,,"this.comboBox1.Name = ""comboBox1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,56,12,T:System.Windows.Forms.ComboBox,,,,,"this.comboBox1.Location = new System.Drawing.Point(44, 477);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,56,12,P:System.Windows.Forms.Control.Location,,,,,"this.comboBox1.Location = new System.Drawing.Point(44, 477);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,51,12,T:System.Windows.Forms.ComboBox,,,,,"this.comboBox1.Items.AddRange(new object[] {              ""Apple"",              ""Kiwi"",              ""Orange"",              ""Watermelon""});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,51,12,T:System.Windows.Forms.ComboBox.ObjectCollection,,,,,"this.comboBox1.Items.AddRange(new object[] {              ""Apple"",              ""Kiwi"",              ""Orange"",              ""Watermelon""});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,51,12,P:System.Windows.Forms.ComboBox.Items,,,,,"this.comboBox1.Items.AddRange(new object[] {              ""Apple"",              ""Kiwi"",              ""Orange"",              ""Watermelon""});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,51,12,M:System.Windows.Forms.ComboBox.ObjectCollection.AddRange(System.Object[]),,,,,"this.comboBox1.Items.AddRange(new object[] {              ""Apple"",              ""Kiwi"",              ""Orange"",              ""Watermelon""});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,50,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBox1.ItemHeight = 20;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,50,12,P:System.Windows.Forms.ComboBox.ItemHeight,,,,,this.comboBox1.ItemHeight = 20;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,49,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBox1.FormattingEnabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,49,12,P:System.Windows.Forms.ListControl.FormattingEnabled,,,,,this.comboBox1.FormattingEnabled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,48,12,T:System.Windows.Forms.ComboBoxStyle,,,,,this.comboBox1.DropDownStyle = System.Windows.Forms.ComboBoxStyle.DropDownList;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,48,12,T:System.Windows.Forms.ComboBoxStyle,,,,,this.comboBox1.DropDownStyle = System.Windows.Forms.ComboBoxStyle.DropDownList;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,48,12,F:System.Windows.Forms.ComboBoxStyle.DropDownList,,,,,this.comboBox1.DropDownStyle = System.Windows.Forms.ComboBoxStyle.DropDownList;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,48,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBox1.DropDownStyle = System.Windows.Forms.ComboBoxStyle.DropDownList;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,48,12,T:System.Windows.Forms.ComboBoxStyle,,,,,this.comboBox1.DropDownStyle = System.Windows.Forms.ComboBoxStyle.DropDownList;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,48,12,P:System.Windows.Forms.ComboBox.DropDownStyle,,,,,this.comboBox1.DropDownStyle = System.Windows.Forms.ComboBoxStyle.DropDownList;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,44,12,T:System.Windows.Forms.PictureBox,,,,,this.pictureBox1.TabStop = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,44,12,P:System.Windows.Forms.PictureBox.TabStop,,,,,this.pictureBox1.TabStop = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,43,12,T:System.Windows.Forms.PictureBox,,,,,this.pictureBox1.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,43,12,P:System.Windows.Forms.PictureBox.TabIndex,,,,,this.pictureBox1.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,42,12,T:System.Windows.Forms.PictureBoxSizeMode,,,,,this.pictureBox1.SizeMode = System.Windows.Forms.PictureBoxSizeMode.Zoom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,42,12,T:System.Windows.Forms.PictureBoxSizeMode,,,,,this.pictureBox1.SizeMode = System.Windows.Forms.PictureBoxSizeMode.Zoom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,42,12,F:System.Windows.Forms.PictureBoxSizeMode.Zoom,,,,,this.pictureBox1.SizeMode = System.Windows.Forms.PictureBoxSizeMode.Zoom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,42,12,T:System.Windows.Forms.PictureBox,,,,,this.pictureBox1.SizeMode = System.Windows.Forms.PictureBoxSizeMode.Zoom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,42,12,T:System.Windows.Forms.PictureBoxSizeMode,,,,,this.pictureBox1.SizeMode = System.Windows.Forms.PictureBoxSizeMode.Zoom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,42,12,P:System.Windows.Forms.PictureBox.SizeMode,,,,,this.pictureBox1.SizeMode = System.Windows.Forms.PictureBoxSizeMode.Zoom;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,41,12,T:System.Windows.Forms.PictureBox,,,,,"this.pictureBox1.Size = new System.Drawing.Size(437, 375);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,41,12,P:System.Windows.Forms.Control.Size,,,,,"this.pictureBox1.Size = new System.Drawing.Size(437, 375);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,40,12,T:System.Windows.Forms.PictureBox,,,,,"this.pictureBox1.Name = ""pictureBox1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,40,12,P:System.Windows.Forms.Control.Name,,,,,"this.pictureBox1.Name = ""pictureBox1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,39,12,T:System.Windows.Forms.PictureBox,,,,,"this.pictureBox1.Location = new System.Drawing.Point(5, 12);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,39,12,P:System.Windows.Forms.Control.Location,,,,,"this.pictureBox1.Location = new System.Drawing.Point(5, 12);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,38,12,T:System.Drawing.Bitmap,,,,,this.pictureBox1.Image = global::Learning.Properties.Resources.apple;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,38,12,T:System.Windows.Forms.PictureBox,,,,,this.pictureBox1.Image = global::Learning.Properties.Resources.apple;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,38,12,T:System.Drawing.Image,,,,,this.pictureBox1.Image = global::Learning.Properties.Resources.apple;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,38,12,P:System.Windows.Forms.PictureBox.Image,,,,,this.pictureBox1.Image = global::Learning.Properties.Resources.apple;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,34,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.SuspendLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,33,12,T:System.Windows.Forms.PictureBox,,,,,((System.ComponentModel.ISupportInitialize)(this.pictureBox1)).BeginInit();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,32,12,T:System.Windows.Forms.Label,,,,,this.lblTitle = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,32,12,M:System.Windows.Forms.Label.#ctor,,,,,this.lblTitle = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,32,12,T:System.Windows.Forms.Label,,,,,this.lblTitle = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,31,12,T:System.Windows.Forms.ComboBox,,,,,this.comboBox1 = new System.Windows.Forms.ComboBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Learning\Learning\Learning.csproj,File,Learning\Learning\ComboBox.Designer.cs,31,12,M:System.Windows.Forms.ComboBox.#ctor,,,,,this.comboBox1 = new System.Windows.Forms.ComboBox();
